movieId,count,unique_users,last_timestamp,score,item_idx,title,genres
2959,1451,1451,1044901136,1451.0,233,Fight Club (1999),Drama
3471,1451,1451,1044149847,1451.0,84,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
1374,1448,1448,1046199006,1448.0,741,Star Trek, The Wrath of Khan (1982)
2683,1434,1434,1046186928,1434.0,222,Austin Powers, The Spy Who Shagged Me (1999)
1394,1434,1434,1044566989,1434.0,197,Raising Arizona (1987),Comedy
592,1431,1431,1041429182,1431.0,609,Batman (1989),Action|Adventure|Crime|Drama
1784,1424,1424,1045711313,1424.0,88,As Good As It Gets (1997),Comedy|Drama
1573,1421,1421,1046188209,1421.0,434,Face/Off (1997),Action|Sci-Fi|Thriller
1304,1419,1419,1045531404,1419.0,200,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
3418,1417,1417,1046276254,1417.0,137,Thelma & Louise (1991),Action|Drama
223,1412,1412,1046187762,1412.0,534,Clerks (1994),Comedy
380,1400,1400,1045711166,1400.0,133,True Lies (1994),Action|Adventure|Comedy|Romance
2706,1389,1389,1045552411,1389.0,798,American Pie (1999),Comedy
1225,1382,1382,1046106162,1382.0,59,Amadeus (1984),Drama
1584,1382,1382,1044567597,1382.0,538,Contact (1997),Drama|Sci-Fi
1527,1377,1377,1044566119,1377.0,141,"Fifth Element, The (1997)",Action|Sci-Fi
3481,1373,1373,1046369090,1373.0,436,High Fidelity (2000),Comedy
1923,1371,1371,1045712050,1371.0,320,There's Something About Mary (1998),Comedy
750,1367,1367,1045857818,1367.0,770,Dr. Strangelove or, How I Learned to Stop Worrying and Love the Bomb (1963)
2699,1367,1367,1044066486,1367.0,441,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
39,1362,1362,1046187762,1362.0,310,Clueless (1995),Comedy|Romance
21,1356,1356,1044566198,1356.0,138,Get Shorty (1995),Action|Comedy|Drama
1393,1353,1353,1045160218,1353.0,447,Jerry Maguire (1996),Drama|Romance
2804,1352,1352,1046368263,1352.0,8,"Christmas Story, A (1983)",Comedy|Drama
588,1351,1351,1040054022,1351.0,43,Aladdin (1992),Animation|Children's|Comedy|Musical
2406,1345,1345,1041967849,1345.0,398,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1220,1341,1341,1044566137,1341.0,632,"Blues Brothers, The (1980)",Action|Comedy|Musical
733,1340,1340,1046107406,1340.0,189,"Rock, The (1996)",Action|Adventure|Thriller
1230,1334,1334,1044566884,1334.0,597,Annie Hall (1977),Comedy|Romance
3176,1331,1331,1045791204,1331.0,254,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1961,1330,1330,1044648474,1330.0,15,Rain Man (1988),Drama
3751,1329,1329,1044832109,1329.0,514,Chicken Run (2000),Animation|Children's|Comedy
1079,1326,1326,1044567045,1326.0,202,"Fish Called Wanda, A (1988)",Comedy
908,1315,1315,1045877110,1315.0,218,North by Northwest (1959),Drama|Thriller
3408,1315,1315,1045161803,1315.0,6,Erin Brockovich (2000),Drama
1073,1313,1313,1046107406,1313.0,750,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
3623,1313,1313,1044565675,1313.0,523,Mission, Impossible 2 (2000)
1356,1310,1310,1045358834,1310.0,549,Star Trek, First Contact (1996)
3527,1297,1297,1045711262,1297.0,208,Predator (1987),Action|Sci-Fi|Thriller
2700,1269,1269,1043782772,1269.0,252,South Park," Bigger, Longer and Uncut (1999)"
1219,1263,1263,1044900829,1263.0,1129,Psycho (1960),Horror|Thriller
1247,1261,1261,1041907815,1261.0,75,"Graduate, The (1967)",Drama|Romance
1089,1259,1259,1046368552,1259.0,272,Reservoir Dogs (1992),Crime|Thriller
1544,1255,1255,1044066987,1255.0,172,Lost World," Jurassic Park, The (1997)"
1222,1254,1254,1044566137,1254.0,1174,Full Metal Jacket (1987),Action|Drama|War
150,1251,1251,1044160847,1251.0,21,Apollo 13 (1995),Drama
111,1240,1240,1046368241,1240.0,435,Taxi Driver (1976),Drama|Thriller
3753,1240,1240,1044067109,1240.0,424,"Patriot, The (2000)",Action|Drama|War
2710,1237,1237,1046187045,1237.0,791,"Blair Witch Project, The (1999)",Horror
357,1233,1233,1046188420,1233.0,346,Four Weddings and a Funeral (1994),Comedy|Romance
2657,1233,1233,1044567692,1233.0,557,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2985,1229,1229,1045440540,1229.0,1002,Robocop (1987),Action|Crime|Sci-Fi
1206,1229,1229,1045440408,1229.0,976,"Clockwork Orange, A (1971)",Sci-Fi
1094,1229,1229,1044160667,1229.0,1094,"Crying Game, The (1992)",Drama|Romance|War
2640,1222,1222,1046107378,1222.0,747,Superman (1978),Action|Adventure|Sci-Fi
3147,1222,1222,1045188152,1222.0,76,"Green Mile, The (1999)",Drama|Thriller
2395,1220,1220,1044565734,1220.0,250,Rushmore (1998),Comedy
3421,1207,1207,1045159856,1207.0,199,Animal House (1978),Comedy
1517,1205,1205,1046186927,1205.0,332,Austin Powers, International Man of Mystery (1997)
1641,1199,1199,1046110878,1199.0,203,"Full Monty, The (1997)",Comedy
1278,1193,1193,1046275969,1193.0,572,Young Frankenstein (1974),Comedy|Horror
1252,1185,1185,1044567383,1185.0,771,Chinatown (1974),Film-Noir|Mystery|Thriller
367,1179,1179,1041431237,1179.0,550,"Mask, The (1994)",Comedy|Crime|Fantasy
1358,1177,1177,1046368429,1177.0,537,Sling Blade (1996),Drama|Thriller
1208,1176,1176,1045440311,1176.0,1459,Apocalypse Now (1979),Drama|War
1676,1163,1163,1042296388,1163.0,668,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
2100,1163,1163,1041907953,1163.0,393,Splash (1984),Comedy|Fantasy|Romance
2529,1162,1162,1045871531,1162.0,593,Planet of the Apes (1968),Action|Sci-Fi
2011,1158,1158,1045866851,1158.0,636,Back to the Future Part II (1989),Comedy|Sci-Fi
2321,1158,1158,1044567284,1158.0,36,Pleasantville (1998),Comedy
920,1156,1156,1041888559,1156.0,80,Gone with the Wind (1939),Drama|Romance|War
2324,1152,1152,1046273009,1152.0,465,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
2012,1148,1148,1045790507,1148.0,638,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1090,1143,1143,1045440363,1143.0,70,Platoon (1986),Drama|War
47,1137,1137,1045711096,1137.0,321,Seven (Se7en) (1995),Crime|Thriller
1500,1136,1136,1045160087,1136.0,317,Grosse Pointe Blank (1997),Comedy|Crime
1370,1135,1135,1045440119,1135.0,145,Die Hard 2 (1990),Action|Thriller
1954,1129,1129,1044900419,1129.0,89,Rocky (1976),Action|Drama
1673,1128,1128,1045669429,1128.0,458,Boogie Nights (1997),Drama
2115,1127,1127,1044654696,1127.0,190,Indiana Jones and the Temple of Doom (1984),Action|Adventure
2194,1127,1127,1042208757,1127.0,112,"Untouchables, The (1987)",Action|Crime|Drama
1376,1126,1126,1044067338,1126.0,738,Star Trek IV, The Voyage Home (1986)
587,1124,1124,1045974501,1124.0,599,Ghost (1990),Comedy|Romance|Thriller
364,1121,1121,1044631878,1121.0,409,"Lion King, The (1994)",Animation|Children's|Musical
3253,1120,1120,1046199865,1120.0,535,Wayne's World (1992),Comedy
3671,1119,1119,1045711217,1119.0,180,Blazing Saddles (1974),Comedy|Western
1288,1118,1118,1044566960,1118.0,805,This Is Spinal Tap (1984),Comedy|Drama|Musical
923,1116,1116,1044899812,1116.0,782,Citizen Kane (1941),Drama
316,1116,1116,1041344708,1116.0,616,Stargate (1994),Action|Adventure|Sci-Fi
3160,1113,1113,1044631423,1113.0,530,Magnolia (1999),Drama
1242,1112,1112,1042208757,1112.0,1025,Glory (1989),Action|Drama|War
1917,1110,1110,1046186828,1110.0,174,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
736,1110,1110,1046108572,1110.0,166,Twister (1996),Action|Adventure|Romance|Thriller
1294,1099,1099,1044066987,1099.0,573,M*A*S*H (1970),Comedy|War
3255,1099,1099,1041646465,1099.0,114,"League of Their Own, A (1992)",Comedy|Drama
1732,1097,1097,1045712134,1097.0,341,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3361,1095,1095,1044567118,1095.0,1305,Bull Durham (1988),Comedy
1396,1091,1091,1044567597,1091.0,894,Sneakers (1992),Crime|Drama|Sci-Fi
2763,1089,1089,1044565767,1089.0,885,"Thomas Crown Affair, The (1999)",Action|Thriller
1258,1087,1087,1043784189,1087.0,1130,"Shining, The (1980)",Horror
2302,1086,1086,1045840508,1086.0,545,My Cousin Vinny (1992),Comedy
3448,1082,1082,1044649673,1082.0,809,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1653,1077,1077,1042208528,1077.0,352,Gattaca (1997),Drama|Sci-Fi|Thriller
1608,1076,1076,1046186717,1076.0,893,Air Force One (1997),Action|Thriller
1391,1074,1074,1044556237,1074.0,1033,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
2692,1072,1072,1045896006,1072.0,14,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
2455,1071,1071,1041863067,1071.0,988,"Fly, The (1986)",Horror|Sci-Fi
3081,1066,1066,1045791204,1066.0,251,Sleepy Hollow (1999),Horror|Romance
3702,1066,1066,1044066987,1066.0,215,Mad Max (1979),Action|Sci-Fi
2268,1061,1061,1045764143,1061.0,113,"Few Good Men, A (1992)",Crime|Drama
595,1060,1060,1042346299,1060.0,44,Beauty and the Beast (1991),Animation|Children's|Musical
349,1059,1059,1039941308,1059.0,139,Clear and Present Danger (1994),Action|Adventure|Thriller
969,1057,1057,1044651073,1057.0,732,"African Queen, The (1951)",Action|Adventure|Romance|War
3256,1052,1052,1044566221,1052.0,142,Patriot Games (1992),Action|Thriller
904,1050,1050,1044567383,1050.0,768,Rear Window (1954),Mystery|Thriller
1234,1049,1049,1046110467,1049.0,565,"Sting, The (1973)",Comedy|Crime
1674,1046,1046,1046199975,1046.0,392,Witness (1985),Drama|Romance|Thriller
597,1046,1046,1036310722,1046.0,429,Pretty Woman (1990),Comedy|Romance
2054,1045,1045,1044066910,1045.0,680,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
913,1043,1043,1042062895,1043.0,241,"Maltese Falcon, The (1941)",Film-Noir|Mystery
2081,1035,1035,1046189238,1035.0,207,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
3703,1034,1034,1044648122,1034.0,591,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
11,1033,1033,1041646323,1033.0,1266,"American President, The (1995)",Comedy|Drama|Romance
1377,1031,1031,1041429182,1031.0,697,Batman Returns (1992),Action|Adventure|Comedy|Crime
2890,1021,1021,1046022483,1021.0,327,Three Kings (1999),Drama|War
3755,1013,1013,1044566404,1013.0,522,"Perfect Storm, The (2000)",Action|Adventure|Thriller
2001,1011,1011,1046189238,1011.0,623,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1028,1011,1011,1043606741,1011.0,22,Mary Poppins (1964),Children's|Comedy|Musical
1101,1010,1010,1046199673,1010.0,397,Top Gun (1986),Action|Romance
2968,1010,1010,1045440518,1010.0,742,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
2617,1007,1007,1044900182,1007.0,194,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
2407,1006,1006,1044153982,1006.0,744,Cocoon (1985),Comedy|Sci-Fi
1682,1005,1005,1044900334,1005.0,473,"Truman Show, The (1998)",Drama
1372,1001,1001,1046199005,1001.0,149,Star Trek VI, The Undiscovered Country (1991)
1233,1001,1001,1045440311,1001.0,518,"Boat, The (Das Boot) (1981)",Action|Drama|War
1266,997,997,1045440204,997.0,177,Unforgiven (1992),Western
551,996,996,1046118380,996.0,379,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
1909,996,996,1044067578,996.0,377,X-Files," Fight the Future, The (1998)"
3897,994,994,1043779275,994.0,835,Almost Famous (2000),Comedy|Drama
3363,990,990,1046367948,990.0,625,American Graffiti (1973),Comedy|Drama
329,990,990,1046199005,990.0,670,Star Trek, Generations (1994)
3052,989,989,1046188106,989.0,1201,Dogma (1999),Comedy
1183,989,989,1044988494,989.0,1587,"English Patient, The (1996)",Drama|Romance|War
2353,988,988,1044566107,988.0,144,Enemy of the State (1998),Action|Thriller
539,986,986,1044985845,986.0,608,Sleepless in Seattle (1993),Comedy|Romance
2006,983,983,1044630050,983.0,143,"Mask of Zorro, The (1998)",Action|Adventure|Romance
3072,982,982,1043210292,982.0,385,Moonstruck (1987),Comedy
25,980,980,1046189237,980.0,443,Leaving Las Vegas (1995),Drama|Romance
2289,978,978,1044566912,978.0,284,"Player, The (1992)",Comedy|Drama
1408,975,975,1044900711,975.0,140,"Last of the Mohicans, The (1992)",Action|Romance|War
474,972,972,1042208757,972.0,432,In the Line of Fire (1993),Action|Thriller
2105,970,970,1046199764,970.0,756,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
3552,967,967,1041973387,967.0,204,Caddyshack (1980),Comedy
1639,966,966,1046368626,966.0,448,Chasing Amy (1997),Drama|Romance
1552,954,954,1044566335,954.0,150,Con Air (1997),Action|Adventure|Thriller
440,948,948,1044567275,948.0,787,Dave (1993),Comedy|Romance
788,948,948,1043969826,948.0,813,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3108,945,945,1044567141,945.0,127,"Fisher King, The (1991)",Comedy|Drama|Romance
1215,945,945,1044566209,945.0,570,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
2712,945,945,1044565595,945.0,474,Eyes Wide Shut (1999),Drama
1282,943,943,1041966942,943.0,554,Fantasia (1940),Animation|Children's|Musical
6,940,940,1045711853,940.0,354,Heat (1995),Action|Crime|Thriller
2336,938,938,1043781504,938.0,451,Elizabeth (1998),Drama
1250,938,938,1042320380,938.0,219,"Bridge on the River Kwai, The (1957)",Drama|War
2746,936,936,1039505814,936.0,642,Little Shop of Horrors (1986),Comedy|Horror|Musical
2770,935,935,1046187195,935.0,224,Bowfinger (1999),Comedy
1276,930,930,1044566941,930.0,760,Cool Hand Luke (1967),Comedy|Drama
1207,928,928,1045895833,928.0,7,To Kill a Mockingbird (1962),Drama
36,928,928,1043098094,928.0,298,Dead Man Walking (1995),Drama
1375,927,927,1045358834,927.0,639,Star Trek III, The Search for Spock (1984)
235,927,927,1041772658,927.0,115,Ed Wood (1994),Comedy|Drama
1080,926,926,1045418940,926.0,569,Monty Python's Life of Brian (1979),Comedy
1320,925,925,1044066426,925.0,723,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
293,923,923,1044567928,923.0,963,"Professional, The (a.k.a. Leon", The Professional) (1994)
2248,914,914,1046110501,914.0,1090,Say Anything... (1989),Comedy|Drama|Romance
70,914,914,1037753236,914.0,914,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
1199,913,913,1045711072,913.0,1258,Brazil (1985),Sci-Fi
2470,912,912,1038194546,912.0,191,Crocodile Dundee (1986),Adventure|Comedy
1777,909,909,1045164415,909.0,543,"Wedding Singer, The (1998)",Comedy|Romance
3555,908,908,1046369737,908.0,1724,U-571 (2000),Action|Thriller
1912,908,908,1041907867,908.0,291,Out of Sight (1998),Action|Crime|Romance
1747,907,907,1045162483,907.0,337,Wag the Dog (1997),Comedy|Drama
903,905,905,1044900960,905.0,1271,Vertigo (1958),Mystery|Thriller
2701,902,902,1044153694,902.0,944,Wild Wild West (1999),Action|Sci-Fi|Western
3033,899,899,1044655508,899.0,862,Spaceballs (1987),Comedy|Sci-Fi
2947,897,897,1043031451,897.0,212,Goldfinger (1964),Action
1876,895,895,1044566335,895.0,1034,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
10,888,888,1043031451,888.0,840,GoldenEye (1995),Action|Adventure|Thriller
1407,886,886,1046454443,886.0,1121,Scream (1996),Horror|Thriller
3210,886,886,1046188299,886.0,1189,Fast Times at Ridgemont High (1982),Comedy
1997,885,885,1046368734,885.0,431,"Exorcist, The (1973)",Horror
1179,885,885,1042576386,885.0,969,"Grifters, The (1990)",Crime|Drama|Film-Noir
3006,884,884,1045513558,884.0,325,"Insider, The (1999)",Drama
1129,884,884,1044717185,884.0,745,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
3499,884,884,1044067049,884.0,315,Misery (1990),Horror
1148,882,882,1045895941,882.0,519,"Wrong Trousers, The (1993)",Animation|Comedy
1625,882,882,1044567413,882.0,897,"Game, The (1997)",Mystery|Thriller
1035,882,882,1042211554,882.0,19,"Sound of Music, The (1965)",Musical
3174,874,874,1045170254,874.0,644,Man on the Moon (1999),Comedy|Drama
1748,874,874,1044567867,874.0,970,Dark City (1998),Film-Noir|Sci-Fi|Thriller
2502,872,872,1046106198,872.0,1150,Office Space (1999),Comedy|Romance
3107,869,869,1043782747,869.0,160,Backdraft (1991),Action|Drama
3699,865,865,1044067425,865.0,105,Starman (1984),Adventure|Drama|Romance|Sci-Fi
2080,864,864,1043606711,864.0,592,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
3948,862,862,1046369637,862.0,517,Meet the Parents (2000),Comedy
1722,862,862,1044067491,862.0,368,Tomorrow Never Dies (1997),Action|Romance|Thriller
3082,862,862,1038624972,862.0,1113,"World Is Not Enough, The (1999)",Action|Thriller
1953,861,861,1045628603,861.0,81,"French Connection, The (1971)",Action|Crime|Drama|Thriller
3608,861,861,1039399230,861.0,653,Pee-wee's Big Adventure (1985),Comedy
1246,855,855,1044631328,855.0,28,Dead Poets Society (1989),Drama
2723,853,853,1046189601,853.0,242,Mystery Men (1999),Action|Adventure|Comedy
2915,852,852,1044567128,852.0,1302,Risky Business (1983),Comedy
2908,850,850,1043782056,850.0,225,Boys Don't Cry (1999),Drama
2641,846,846,1044067425,846.0,858,Superman II (1980),Action|Adventure|Sci-Fi
2369,840,840,1042062785,840.0,933,Desperately Seeking Susan (1985),Comedy|Romance
3543,839,839,1045530142,839.0,1358,Diner (1982),Comedy|Drama
3039,839,839,1045161774,839.0,633,Trading Places (1983),Comedy
2424,838,838,1046199975,838.0,692,You've Got Mail (1998),Comedy|Romance
500,838,838,1046189600,838.0,898,Mrs. Doubtfire (1993),Comedy
2352,838,838,1042222175,838.0,1299,"Big Chill, The (1983)",Comedy|Drama
17,835,835,1041963037,835.0,388,Sense and Sensibility (1995),Drama|Romance
910,832,832,1045895879,832.0,1230,Some Like It Hot (1959),Comedy|Crime
1204,831,831,1045440283,831.0,562,Lawrence of Arabia (1962),Adventure|War
1645,826,826,1044569661,826.0,912,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
2108,825,825,1044654524,825.0,733,L.A. Story (1991),Comedy|Romance
165,825,825,1044066711,825.0,155,Die Hard, With a Vengeance (1995)
454,824,824,1044066794,824.0,486,"Firm, The (1993)",Drama|Thriller
1201,822,822,1045440172,822.0,210,"Good, The Bad and The Ugly, The (1966)",Action|Western
3510,821,821,1045161208,821.0,521,Frequency (2000),Drama|Thriller
1569,820,820,1044804974,820.0,428,My Best Friend's Wedding (1997),Comedy|Romance
1380,817,817,1046188535,817.0,412,Grease (1978),Comedy|Musical|Romance
3809,817,817,1044067560,817.0,128,What About Bob? (1991),Comedy
1597,811,811,1046187763,811.0,162,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
3526,811,811,1045162240,811.0,1101,Parenthood (1989),Comedy|Drama
2167,809,809,1043970353,809.0,184,Blade (1998),Action|Adventure|Horror
3450,809,809,1041776815,809.0,1203,Grumpy Old Men (1993),Comedy
2393,807,807,1044067403,807.0,635,Star Trek, Insurrection (1998)
2278,806,806,1044826404,806.0,146,Ronin (1998),Action|Crime|Thriller
2427,803,803,1045840416,803.0,148,"Thin Red Line, The (1998)",Action|Drama|War
1285,803,803,1045160569,803.0,1392,Heathers (1989),Comedy
3101,802,802,1045840491,802.0,799,Fatal Attraction (1987),Thriller
2193,802,802,1043784732,802.0,754,Willow (1988),Action|Adventure|Fantasy
368,802,802,1041646977,802.0,156,Maverick (1994),Action|Comedy|Western
2002,802,802,1039504270,802.0,167,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2058,799,799,1046189600,799.0,342,"Negotiator, The (1998)",Action|Thriller
2064,798,798,1044566999,798.0,1147,Roger & Me (1989),Comedy|Documentary
1994,795,795,1042222265,795.0,1136,Poltergeist (1982),Horror|Thriller
3354,793,793,1044984543,793.0,867,Mission to Mars (2000),Sci-Fi
1371,792,792,1046199005,792.0,685,Star Trek, The Motion Picture (1979)
3624,791,791,1043779618,791.0,260,Shanghai Noon (2000),Action
2694,791,791,1040544494,791.0,866,Big Daddy (1999),Comedy
2021,789,789,1044984049,789.0,752,Dune (1984),Fantasy|Sci-Fi
2243,789,789,1041967787,789.0,860,Broadcast News (1987),Comedy|Drama|Romance
2881,786,786,1045103679,786.0,159,Double Jeopardy (1999),Action|Thriller
1060,786,786,1044567141,786.0,540,Swingers (1996),Comedy|Drama
3424,781,781,1046188106,781.0,1298,Do the Right Thing (1989),Comedy|Drama
2671,780,780,1045161821,780.0,1205,Notting Hill (1999),Comedy|Romance
1690,779,779,1044066427,779.0,163,Alien, Resurrection (1997)
2605,777,777,1044901124,777.0,874,Entrapment (1999),Crime|Thriller
153,777,777,1041429182,777.0,699,Batman Forever (1995),Action|Adventure|Comedy|Crime
2003,776,776,1044985406,776.0,628,Gremlins (1984),Comedy|Horror
